spel2sat,False,2,alarm,37,65,65,67.6267781258, ,67.6203
spel2sat,True,12,anna-pp,22,148,148,3285.26806903,339.8174,155.2837,193.7926,260.4176,233.7821,244.942,258.1151,248.5057,306.2779,353.7977,334.5802,355.8749
spel2sat,False,2,B10Cage,70,106,105,72.3935720921, ,72.3744
spel2sat,False,2,barley,48,126,126,71.9734141827, ,71.967
spel2sat,True,7,barley-pp-001,16,50,50,125.756756067,18.1237,16.4573,16.1758,18.2516,17.4953,19.7501,19.4728
spel2sat,True,7,barley-pp,26,78,78,113.111598969,16.4839,13.0582,13.4832,13.5043,16.2975,14.5349,25.7053
spel2sat,True,7,barley-wpp,29,83,83,278.573698044,65.9031,23.4873,25.4607,24.9121,27.5814,37.4351,73.7348
spel2sat,True,4,bcs01.graph-001,5,10,10,0.273295164108,0.0549,0.0373,0.0817,0.0866
spel2sat,True,4,bcs01.graph-002,5,10,10,0.512375116348,0.0571,0.1887,0.1021,0.1521
spel2sat,True,4,bcs01.graph-004,5,10,10,0.533047914505,0.0357,0.1884,0.2197,0.0742
spel2sat,False,2,bcs01.graph-005,44,172,172,69.7244579792, ,69.7186
spel2sat,True,4,bcs01.graph-00hree,5,10,10,0.281461954117,0.0588,0.087,0.0574,0.0663
spel2sat,False,2,bcs01-pp,44,172,172,69.3328630924, ,69.3271
spel2sat,True,3,bcs05.graph-001,4,6,6,0.178473949432,0.0433,0.0704,0.0551
spel2sat,True,3,bcs05.graph-002,4,6,6,0.328764915466,0.0758,0.1267,0.1173
spel2sat,False,2,BN_0-pp-minor-40,40,173,173,83.2313158512, ,79.1381
spel2sat,False,2,BN_0-pp-minor-41,41,176,176,79.0101020336, ,78.9663
spel2sat,False,2,BN_0-pp-minor-42,42,179,179,72.9464459419, ,70.6824
spel2sat,False,2,BN_0-pp-minor-44,44,183,183,76.6208050251, ,76.6129
spel2sat,False,2,BN_0-pp-minor-45,45,187,187,71.1855230331, ,71.1805
spel2sat,False,2,BN_0-pp-minor-46,46,192,192,68.4343841076, ,68.42
spel2sat,False,2,BN_0-pp-minor-47,47,196,196,69.9096419811, ,69.9047
spel2sat,False,2,BN_0-pp-minor-48,48,197,197,99.8667089939, ,99.8335
spel2sat,False,2,BN_0-pp-minor-49,49,202,202,102.068026066, ,102.0589
spel2sat,False,2,BN_0-pp-minor-4hree,43,180,180,77.3621490002, ,77.3279
spel2sat,False,2,BN_0-pp,67,243,243,78.9550302029, ,78.9449
spel2sat,False,2,BN_100,58,273,273,102.099041939, ,102.0921
spel2sat,False,2,BN_100-pp,51,252,252,103.997693062, ,103.9919
spel2sat,False,2,BN_101,58,273,273,110.307044029, ,110.288
spel2sat,False,2,BN_101-pp,51,252,252,116.785657883, ,116.7419
spel2sat,False,2,BN_102-pp,64,328,328,72.6880149841, ,72.6764
spel2sat,False,2,BN_104,50,731,731,144.089246988, ,144.0487
spel2sat,False,2,BN_105,50,731,731,73.2056410313, ,73.1658
spel2sat,False,2,BN_106,50,760,760,116.819422007, ,116.8139
spel2sat,False,2,BN_107,50,760,760,71.4574511051, ,71.4488
spel2sat,False,2,BN_108,50,740,740,79.1628930569, ,79.1262
spel2sat,False,2,BN_109,50,740,740,133.667994976, ,133.6624
spel2sat,False,2,BN_10hree-pp,64,328,328,142.088763952, ,141.9846
spel2sat,False,2,BN_10-pp-minor-40,40,211,211,140.447986841, ,140.3615
spel2sat,False,2,BN_10-pp-minor-41,41,214,214,79.5150308609, ,79.5089
spel2sat,False,2,BN_10-pp-minor-42,42,217,217,72.9591920376, ,72.9159
spel2sat,False,2,BN_10-pp-minor-44,44,223,223,82.3366670609, ,82.3304
spel2sat,False,2,BN_10-pp-minor-45,45,227,227,71.5726749897, ,71.5321
spel2sat,False,2,BN_10-pp-minor-46,46,231,231,91.0998489857, ,91.0842
spel2sat,False,2,BN_10-pp-minor-47,47,235,235,97.0369448662, ,97.0245
spel2sat,False,2,BN_10-pp-minor-48,48,237,237,80.8919780254, ,80.853
spel2sat,False,2,BN_10-pp-minor-49,49,241,241,109.846963167, ,109.8032
spel2sat,False,2,BN_10-pp-minor-4hree,43,220,220,77.6547269821, ,77.6086
spel2sat,False,2,BN_10-pp,57,257,257,120.936145067, ,120.9004
spel2sat,False,2,BN_110,50,741,741,74.5961301327, ,74.551
spel2sat,False,2,BN_111,50,741,741,78.5495049953, ,78.5049
spel2sat,False,2,BN_112,50,719,719,75.389786005, ,75.3492
spel2sat,False,2,BN_114,50,731,731,131.049578905, ,131.0098
spel2sat,False,2,BN_115,50,731,731,127.346775055, ,127.3312
spel2sat,False,2,BN_116,50,742,742,82.6472270489, ,82.6411
spel2sat,False,2,BN_117,50,742,742,72.5594849586, ,72.5189
spel2sat,False,2,BN_118,50,735,735,73.3816518784, ,73.3731
spel2sat,False,2,BN_119,50,735,735,75.3111131191, ,75.2614
spel2sat,False,2,BN_11hree,50,719,719,74.7979371548, ,74.7533
spel2sat,False,2,BN_120,50,737,737,73.4138350487, ,73.3779
spel2sat,False,2,BN_121,50,737,737,71.9387748241, ,71.9019
spel2sat,False,2,BN_122,50,731,731,97.8114099503, ,97.7757
spel2sat,False,2,BN_124,50,740,740,88.2482721806, ,88.211
spel2sat,False,2,BN_125,50,740,740,78.7334699631, ,78.7275
spel2sat,False,2,BN_12hree,50,731,731,75.253880024, ,75.2173
spel2sat,True,3,BN_14-pp-minor-04,4,6,6,0.624800205231,0.2419,0.1288,0.14
spel2sat,True,4,BN_14-pp-minor-05,5,10,10,0.383405923843,0.0647,0.0846,0.0891,0.0934
